장소_해결태그,장소명,lat,lon,힐링스팟자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
자연 공원,이촌한강공원 자연학습장,37.51569507038069,126.9781238877244,관악구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",,,,http://place.map.kakao.com/24941472,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
자연 공원|산책하기 좋은 곳,독산자연공원,37.4738238814996,126.909107673564,관악구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/1836235308,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
조용한 카페,커피빈 서울대입구역점,37.4796444,126.9521659,관악구,"카페,디저트>카페","카페,디저트",서울특별시 관악구 관악로 161,서울특별시 관악구 신림동 1640-1,,https://www.coffeebeankorea.com/main/main.asp,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
한강공원,이촌한강공원 거북축구장,37.5180114739864,126.969630402607,관악구,"스포츠,레저 > 축구 > 축구장","스포츠,레저",,,,http://place.map.kakao.com/24210639,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
감성카페,윤숲 후르츠산도점,37.5595478227665,127.07727560258,광진구,음식점 > 카페,음식점,서울 광진구 면목로7길 8,,010-7901-7239,http://place.map.kakao.com/1775568752,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
공원,광진숲나루,37.54747214669669,127.09744318363067,광진구,여행 > 공원 > 도시근린공원,여행,서울특별시 광진구 자양동 704-1,,02-3437-7234,http://place.map.kakao.com/791379400,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,구의공원,37.5370968398961,127.094485633365,광진구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/8217679,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
공원|수목원,서울어린이대공원,37.5498986,127.0809212,광진구,"여행,명소>테마파크","여행,명소",서울특별시 광진구 능동로 216,,,https://www.instagram.com/seoul_children_grandpark/,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
도서관,어린이대공원역 스마트도서관,37.5477511749119,127.074288402035,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울특별시 광진구 뚝섬로52길 66 자양문화체육복합센터 자양한강도서관,,02-2049-2970,http://place.map.kakao.com/2092218913,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원|역,True,3
복합문화공간,한강플플,37.5299386,127.0652298,광진구,"문화,예술>복합문화공간","문화,예술","서울특별시 광진구 강변북로 2202 뚝섬 자벌레 1층, 3층",,02-3780-0517,https://www.j-bug.co.kr/,네이버,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,한강,True,1
산책로|산책코스,서울어린이대공원무장애나눔길,37.5479892,127.0831877,광진구,"여행,명소>도보코스","여행,명소",서울특별시 광진구 능동로 216 어린이대공원,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책하기 좋은 곳,뚝섬한강공원 편백나무숲,37.5297994313869,127.068697585335,광진구,여행 > 공원시설물,여행,서울 광진구 능동로 216,,02-450-9311,http://place.map.kakao.com/1675031942,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책|한강|숲,True,4
생태공원,아차산유아숲체험원,37.562411224393934,127.09567999173356,광진구,"교육,학문 > 교육단체 > 체험학습장","교육,학문",서울 광진구 긴고랑로 213,,,http://place.map.kakao.com/437325178,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
생태공원|둘레길,아차산 어울림정원,37.5517141,127.1010031,광진구,"여행,명소>자연,생태공원","여행,명소",서울특별시 광진구 워커힐로 127,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
서울숲,서울숲어린이집,37.5357481,127.065277,광진구,"교육,학문>어린이집","교육,학문",서울특별시 광진구 뚝섬로28길 13,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
서울숲|산책하기 좋은 곳,서울테마산책길 뚝섬숲속길,37.52795842248039,127.07215999249094,광진구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1787052534,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
수목원,서울어린이대공원식물원,37.5486435,127.0810558,광진구,"여행,명소>식물원,수목원","여행,명소",서울특별시 광진구 능동로 216,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
숲,광진숲나루,37.5477194,127.0965343,광진구,"여행,명소>근린공원","여행,명소",서울특별시 광진구 뚝섬로36길 53,,,http://www.onedaygraphy.com,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
쉼터,건대역거리쉼터,37.5385859,127.0704322,광진구,"레져,체육시설>공원","레져,체육시설",서울특별시 광진구 영화사로 139,,,http://www.7-eleven.co.kr,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원|역,True,3
식물원,아차산 어울림정원자생식물원,37.5521455,127.1006993,광진구,자연공원>부속시설,자연공원,서울특별시 광진구 능동로 216,,02-450-9311,http://place.map.kakao.com/7993544,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
조용한 카페,스타벅스 어린이대공원역점,37.551946,127.076404,광진구,"카페,디저트>카페","카페,디저트",서울특별시 광진구 능동로 243 (군자동),서울특별시 광진구 군자동 236,,http://www.starbucks.co.kr/,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,조용한 카페|공원|역,True,3
한강공원,뚝섬 한강공원 수영장,37.5296696982394,127.067111322349,광진구,"스포츠,레저 > 수영,수상 > 수영장","스포츠,레저",서울특별시 광진구 능동로 25 1층 힐링피크닉,,02-452-5955,http://place.map.kakao.com/17788399,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
감성카페,카페 라임라빋,37.5043214239284,126.891264864778,구로구,음식점 > 카페,음식점,서울 구로구 공원로6나길 29-3,,02-585-6090,http://place.map.kakao.com/854083060,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,공원,True,1
공원,오류역문화공원,37.49457296732796,126.84554211311654,구로구,여행 > 공원,여행,서울 구로구 경인로20길 13,,,http://place.map.kakao.com/2142937596,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,거리공원,37.4994987472971,126.891706119311,구로구,여행 > 공원 > 도시근린공원,여행,서울 구로구 천왕로 45,,,http://place.map.kakao.com/8662103,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,서울특별시교육청구로도서관,37.4984823,126.891682,구로구,"교육,학문>도서관","교육,학문",서울특별시 구로구 공원로 15 시립구로도서관,,02-6958-2800,http://grlib.sen.go.kr,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
도서관|서울숲,별숲작은도서관,37.48938617829059,126.87729592602015,구로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 구로구 구일로2길 51,,02-869-7678,http://place.map.kakao.com/246246487,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
둘레길,부천둘레길탐방1코스(향토유적숲길),37.5014786,126.8203551,구로구,지역명소>도보코스,지역명소,서울특별시 구로구 부일로9길 158-1,서울특별시 구로구 궁동 산22,,http://www.smalllibrary.org/library/detail/1046817,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,역|숲,True,2
복합문화공간,고척근린공원 야외무대1,37.5045775732985,126.852467886615,구로구,"문화,예술 > 문화시설 > 공연장,연극극장","문화,예술",서울 구로구 고척로45길 1,,,http://place.map.kakao.com/873566195,카카오,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원,True,1
북카페,푸른꿈북카페,37.5033149484088,126.891207515258,구로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 구로구 공원로8길 30,,02-862-4291,http://place.map.kakao.com/1908004399,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
산,광명수산 신도림역점,37.5045219,126.8896854,구로구,"해물,생선요리>생선회","해물,생선요리",서울특별시 구로구 공원로6다길 8 1층,,,http://mobileon.kr/gwangmyungtechno,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
산책로,문래동꽃밭정원,37.5177698,126.8987515,구로구,"여행,명소>근린공원","여행,명소",,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|산책|정원,True,3
산책하기 좋은 곳,도덕산공원,37.4689446242869,126.858434251569,구로구,여행 > 공원,여행,,,,http://place.map.kakao.com/27553076,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
생태공원,구로개봉유수지생태공원,37.4923544,126.8635456,구로구,"여행,명소>자연,생태공원","여행,명소",서울특별시 구로구 금오로 878,,,http://place.map.kakao.com/1674478380,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
생태공원|산책하기 좋은 곳,안터생태공원,37.4585892387913,126.87014530274,구로구,여행 > 공원 > 도시근린공원,여행,,,02-2680-6346,http://place.map.kakao.com/11988026,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서울숲,길숲도서관,37.5077138832284,126.878502129195,구로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 구로구 신도림로3길 19,,010-3374-2704,http://place.map.kakao.com/691347244,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
서울숲|산책하기 좋은 곳,개웅산숲산책길,37.48620310082056,126.84591438238208,구로구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563561,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
숲,카페숲,37.4884823,126.8312744,구로구,"음식점>카페,디저트",음식점,서울특별시 구로구 오리로13길 51,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,고척근린공원,37.5042943,126.8521495,구로구,"여행,명소>근린공원","여행,명소",서울특별시 구로구 고척로45길 39 구로구민체육센터,,,https://blog.naver.com/sc6704,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
자연 공원,구름산도시자연공원,37.4530734864709,126.87539439313,구로구,여행 > 공원 > 도시근린공원,여행,,,02-2680-2339,http://place.map.kakao.com/8663809,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원,호암산숲길공원,37.43446320215939,126.90802877253188,금천구,여행 > 공원 > 도시근린공원,여행,서울특별시 금천구 독산로54길 102-27,,,http://place.map.kakao.com/467114639,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,안양천다목적광장,37.4542160620988,126.893954999476,금천구,여행 > 공원,여행,,,,http://place.map.kakao.com/25757698,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,금천가산퍼블릭 디자인작은도서관,37.4764396758109,126.887331423733,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 디지털로 178,,02-2104-5544,http://place.map.kakao.com/2006605133,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
도서관|생태공원,책달샘숲속작은도서관,37.46928511297083,126.90861464833976,금천구|관악구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",,,02-2104-5733,http://place.map.kakao.com/172186217,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲|도서관,True,3
도서관|서울숲,지혜의숲작은도서관,37.46190208214476,126.89955393249748,금천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 금천구 시흥대로90길 29,,070-4192-5822,http://place.map.kakao.com/19825933,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
둘레길,서울둘레길인증스탬프(호암산숲길공원),37.4338924,126.9065426,금천구,"여행,명소>거리,골목","여행,명소",서울특별시 금천구 시흥동,서울특별시 금천구 시흥동,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|숲,True,2
따릉이,금천구립독산도서관자전거대여소,37.4673973,126.9081393,금천구,"임대,대여>자전거","임대,대여",서울특별시 금천구 독산동,서울특별시 금천구 독산동,,http://place.map.kakao.com/272101627,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,자전거|도서관,True,2
복합문화공간,문화정원아트홀,37.47181629546638,126.89584289656892,금천구,"문화,예술 > 문화시설 > 공연장,연극극장","문화,예술",서울 금천구 가산로 61,,02-839-1155,http://place.map.kakao.com/27168222,카카오,안전,,환경|안전,환경+안전 취약형,정원,True,1
산책로|산책코스,관악산둘레길-금천구구간,37.4446265,126.9181956,금천구,"여행,명소>도보코스","여행,명소",서울특별시 금천구 시흥동 산83-39,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책하기 좋은 곳,광명누리길,37.439736263880725,126.8699880486432,금천구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1464667751,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
생태공원,감로천생태공원,37.469625,126.9079509,금천구,"여행,명소>자연,생태공원","여행,명소",서울특별시 금천구,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,카페숲,37.4467040677255,126.90994963957,금천구,음식점 > 카페,음식점,서울 금천구 시흥대로40길 129,,02-6081-6081,http://place.map.kakao.com/551658786,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
수목원,도하공원금천의결,37.4587823,126.8954468,금천구,"여행,명소>식물원,수목원","여행,명소",서울특별시 금천구,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
숲,카페숲,37.4467077,126.9099621,금천구,"음식점>카페,디저트",음식점,서울특별시 금천구 시흥대로40길 129 지상1층,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲길,호암산숲길공원,37.4344402,126.9078963,금천구,"여행,명소>근린공원","여행,명소",서울특별시 금천구 시흥동 산1-4,서울특별시 금천구 시흥동 산1-4,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|숲,True,2
조용한 카페,파리바게뜨 독산역점,37.4663686,126.8898042,금천구,"카페,디저트>베이커리","카페,디저트",서울특별시 금천구 범안로 1152 (독산동) 1층,서울특별시 금천구 독산동 1003 1층,,https://www.paris.co.kr/,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
한강,페후여행사,37.4806948,126.8850987,금천구,"서비스,산업>여행사","서비스,산업",서울특별시 금천구 벚꽃로36길 30 1510호,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
힐링 공원,호암근린공원 힐링팜,37.4257862610055,126.906684782781,금천구,"가정,생활 > 주말농장","가정,생활",,,,http://place.map.kakao.com/1505931449,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원,석계역문화공원,37.61508638301968,127.0644787466723,노원구,여행 > 공원 > 도시근린공원,여행,서울 노원구 노원로22길 1,서울특별시 노원구 중계동 508 1층,,http://place.map.kakao.com/14653185,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,중계문화공원,37.6397141162325,127.065805252988,노원구,여행 > 공원 > 도시근린공원,여행,서울 노원구 동일로 1229,,,http://place.map.kakao.com/11267218,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,상계숲속작은도서관,37.6694252675951,127.050452665687,노원구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 노원구 동일로227길 106,,02-3391-7889,http://place.map.kakao.com/25478245,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
미술관|복합문화공간,경춘선숲길갤러리,37.6250948531682,127.09361931026154,노원구,"문화,예술 > 문화시설 > 미술관","문화,예술",서울 노원구 화랑로 620,,02-2289-3440,http://place.map.kakao.com/1574873219,카카오,소음|안전,소음취약,소음|교통|환경|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
복합문화공간,더숲아트시네마,37.6541610382725,127.061439199647,노원구,"문화,예술 > 영화,영상 > 영화관","문화,예술",서울 노원구 노해로 480,,02-951-0206,http://place.map.kakao.com/1480852440,카카오,안전,,환경|안전,환경+안전 취약형,숲,True,1
북카페,놀숲 노원역점,37.65623594395585,127.06154743589,노원구,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲","가정,생활",서울 노원구 상계로 59,,02-936-7999,http://place.map.kakao.com/234572750,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲|역,True,2
산책로,가을단풍길(상계근린공원내산책로),37.6700062,127.0500989,노원구,지역명소>계절거리,지역명소,서울특별시 노원구 상계동 620,서울특별시 노원구 상계동 620,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책|역,True,3
산책로|산책코스,영축산순환산책로,37.6230925,127.0554909,노원구,지역명소>도보코스,지역명소,서울특별시 노원구 월계동 산130,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|역,True,2
산책하기 좋은 곳,경춘선숲길,37.620691807133,127.078706040469,노원구,"여행 > 관광,명소 > 도보여행",여행,,,02-779-7902,http://place.map.kakao.com/1003027186,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
생태공원,불암산자연공원,37.6640355,127.0817085,노원구,"여행,명소>자연,생태공원","여행,명소",서울특별시 노원구 덕릉로112길 56-24,,,http://place.map.kakao.com/27305769,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲|산책하기 좋은 곳,서울둘레길 3코스 하늘을 품은 포근한 숲길,37.64467268767395,127.090896143499,노원구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 서울둘레길",여행,,,02-779-7902,http://place.map.kakao.com/26558580,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
숲,더숲 더베이크샵,37.6542245,127.0613203,노원구,"카페,디저트>베이커리","카페,디저트",서울특별시 노원구 노해로 480 조광빌딩 지하1층,,,https://deosup.com/,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲길,컴포즈커피 공릉경춘선숲길점,37.6271373,127.0770153,노원구,"카페,디저트>카페","카페,디저트",서울특별시 노원구 동일로192길 74 우은빌딩,서울특별시 노원구 공릉동 441-93 우은빌딩,,,네이버,교통,,소음|교통,소음+교통 취약형,숲,True,1
자연 공원,수락산자연공원,37.6755925722788,127.080994833845,노원구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/10548202,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
전시회,경춘선숲길 갤러리,37.6250868,127.0937206,노원구,"문화,예술>갤러리,화랑","문화,예술",,,,https://www.instagram.com/gc.artgallery,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
조용한,커피베스코 노원점,37.656005,127.061275,노원구,"카페,디저트>카페","카페,디저트",서울특별시 노원구 상계로 55 위성프라자,,,,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
조용한 카페,할리스 노원문화의거리점,37.6558297,127.0639816,노원구,"카페,디저트>카페","카페,디저트",서울특별시 노원구 노해로81길 22-26 상계동 광장교회,서울특별시 노원구 상계동 332-1 광장교회,010-2194-0147,http://www.hollys.co.kr/,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
힐링,불암산힐링타운,37.655576,127.0804201,노원구,"여행,명소>도시,테마공원","여행,명소",서울특별시 노원구 한글비석로12길 51-27,,,,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
감성카페|서울숲,숲담,37.6613161600448,127.036556977275,도봉구,음식점 > 카페,음식점,서울 도봉구 도당로6길 30-6,,,http://place.map.kakao.com/826522609,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
공원,숲오,37.6558395,127.0164187,도봉구,"음식점>카페,디저트",음식점,서울특별시 도봉구 우이천로48길 12 1층,서울특별시 도봉구 방학동 687-34 1층,02-901-5199,https://smartstore.naver.com/sup_o_jam4cat,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,초안산근린공원,37.6482307581775,127.040638931429,도봉구|강북구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/17384792,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
공원|수목원,서울창포원,37.6895404,127.0479046,도봉구,"여행,명소>식물원,수목원","여행,명소",서울특별시 도봉구 마들로 916,,,http://parks.seoul.go.kr/irisgarden,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
도서관,도봉문화정보도서관,37.6445499352563,127.043999919307,도봉구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 도봉구 덕릉로 315,,02-900-1835,http://place.map.kakao.com/12449826,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
박물관,국립공원 산악박물관,37.6876485,127.0348503,도봉구,"여행,명소>박물관","여행,명소",서울특별시 도봉구 도봉산길 86,,,https://www.knps.or.kr/safety/main/contents.do?menuNo=8000451,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,공원,True,1
박물관|복합문화공간,국립공원 산악박물관,37.6876451945785,127.034515561137,도봉구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 도봉구 도봉산길 86,,02-901-0730,http://place.map.kakao.com/15299008,카카오,소음|안전,소음취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
산책로|산책코스,북한산둘레길20구간(왕실묘역길),37.6618718,127.0186926,도봉구,"여행,명소>도보코스","여행,명소",서울특별시 도봉구 해등로32가길 88,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책|역,True,2
산책하기 좋은 곳,북한산둘레길 도봉옛길(무장애탐방구간),37.68451097153064,127.03021968486924,도봉구,"여행 > 관광,명소 > 도보여행 > 둘레길 > 북한산둘레길",여행,,,,http://place.map.kakao.com/26564289,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
생태공원,국립공원공단 북한산생태탐방원,37.6873315945858,127.034719488025,도봉구,"교육,학문 > 교육단체 > 연수원","교육,학문",서울 도봉구 도봉산길 86,,02-901-0700,http://place.map.kakao.com/23938498,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,숲속마을카페,37.668182888372,127.0322577947044,도봉구,음식점 > 카페,음식점,서울 도봉구 시루봉로15다길 2,,02-955-1446,http://place.map.kakao.com/42939404,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲,둘리유아숲체험장,37.6525476,127.030072,도봉구,"여행,명소>근린공원","여행,명소",,,,http://cafe.naver.com/choansanforest,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
숲|숲길,슈가숲,37.687397,127.0342724,도봉구,"여행,명소>숲,숲길","여행,명소",서울특별시 도봉구 도봉산길 86,,,,네이버,환경|교통,환경취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,도봉구민회관쉼터,37.6544736,127.038525,도봉구,"여행,명소>근린공원","여행,명소",서울특별시 도봉구 도봉로 552 도봉구민회관,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원,True,2
정원,초안산하늘꽃정원,37.6426857,127.0425662,도봉구,"여행,명소>근린공원","여행,명소",,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|정원,True,2
조용한,우이사계,37.6364883,127.0379651,도봉구,"카페,디저트>카페","카페,디저트",서울특별시 도봉구 우이천로 178,,,https://www.instagram.com/uisagye,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
